# Rime user dictionary
#@/db_name	rime_ice
#@/db_type	userdb
#@/rime_version	1.13.1
#@/tick	1402
#@/user_id	TonyjiansWindows
mo ren 	默认	c=3 d=0.758384 t=1402
mo ren shu ru 	默认输入	c=1 d=0.373439 t=1402
mo shi 	模式	c=3 d=0.861908 t=1402
mo xing 	模型	c=1 d=0.38868 t=1402
mu 	木	c=1 d=0.571209 t=1402
mu lu 	目录	c=4 d=0.988175 t=1402
na 	那	c=2 d=0.843665 t=1402
na biao ming 	那表明	c=1 d=0.0497871 t=1402
na bu shi 	那不是	c=1 d=0.226502 t=1402
na ge 	哪个	c=1 d=0.126186 t=1402
na li 	哪里	c=1 d=0.882497 t=1402
na ta 	拿他	c=0 d=0.083527 t=1402
na ta lai 	拿他来	c=1 d=0.839457 t=1402
na wo ba 	那我把	c=1 d=0.621885 t=1402
na xie 	那些	c=0 d=0.0404542 t=1402
na zhong 	那种	c=1 d=0.810584 t=1402
nan nv 	男女	c=0 d=0.0873716 t=1402
nan nv dui li you duo yan zhong 	男女对立有多严重	c=1 d=0.878095 t=1402
ne 	呢	c=6 d=1.29937 t=1402
nei cun 	内存	c=1 d=0.970446 t=1402
nei rong 	内容	c=1 d=0.990049 t=1402
neng 	能	c=1 d=0.955997 t=1402
neng gei 	能给	c=0 d=0.0402524 t=1402
neng gei wo 	能给我	c=1 d=0.404542 t=1402
neng pao 	能跑	c=0 d=0.0722527 t=1402
neng pao tong 	能跑通	c=1 d=0.726149 t=1402
ni 	你	c=0 d=0.181127 t=1402
ni bang wo 	你帮我	c=1 d=0.554327 t=1402
ni chuang jian de 	你创建的	c=1 d=0.856415 t=1402
ni de 	你的	c=0 d=0.0174645 t=1402
ni ge da sha 	你个大傻	c=1 d=0.522046 t=1402
ni gei 	你给	c=0 d=0.0744532 t=1402
ni gei de 	你给的	c=1 d=0.965605 t=1402
ni gei de lian jie 	你给的链接	c=1 d=0.748263 t=1402
ni gen ju 	你根据	c=1 d=0.810584 t=1402
ni hao 	你好	c=3 d=0.89904 t=1402
ni jie zhe bian 	你接着编	c=2 d=0.690734 t=1402
ni kan bu kan 	你看不看	c=1 d=0.245367 t=1402
ni ke yi 	你可以	c=1 d=0.574072 t=1402
ni lao shi 	你老是	c=1 d=0.582748 t=1402
ni le 	你了	c=0 d=0.00536647 t=1402
ni neng 	你能	c=0 d=0.0822835 t=1402
ni neng bu neng 	你能不能	c=1 d=0.0692522 t=1402
ni neng jie du 	你能解读	c=1 d=0.826959 t=1402
ni ren zhen de 	你认真的	c=1 d=0.0710054 t=1402
ni shi bu shi 	你是不是	c=1 d=0.0566989 t=1402
ni ting shuo guo 	你听说过	c=2 d=0.809094 t=1402
ni you 	你又	c=0 d=0.0873716 t=1402
ni you shuo 	你又说	c=1 d=0.878095 t=1402
ni zhe 	你这	c=0 d=0.056836 t=1402
ni zhe bu dui 	你这不对	c=1 d=0.571209 t=1402
ni zhe ge 	你这个	c=1 d=0.33454 t=1402
nian 	年	c=1 d=0.904837 t=1402
nian fen 	年份	c=1 d=0.798516 t=1402
nv wang 	女王	c=0 d=0.0937067 t=1402
pai pan 	排盘	c=1 d=0.818731 t=1402
pao bu tong 	跑不通	c=1 d=0.733447 t=1402
pei zhi 	配置	c=6 d=2.57633 t=1402
pei zhi de 	配置的	c=1 d=0.0742736 t=1402
pei zhi jia zai cheng gong 	配置加载成功	c=1 d=0.0665368 t=1402
pei zhi wen jian 	配置文件	c=1 d=0.0689068 t=1402
pei zhi wen jian ying gai jiao 	配置文件应该叫	c=1 d=0.0507928 t=1402
pi fu 	皮肤	c=6 d=1.4878 t=1402
pi fu bao 	皮肤包	c=1 d=0.941764 t=1402
pi liang 	批量	c=1 d=0.100136 t=1402
pi liang chong ming ming 	批量重命名	c=3 d=0.833334 t=1402
pi liang xia zai xia lai 	批量下载下来	c=1 d=0.0485578 t=1402
pian 	片	c=1 d=0.357007 t=1402
pian ming 	片名	c=1 d=0.790571 t=1402
pin yin 	拼音	c=1 d=0.814647 t=1402
qi jian 	期间	c=0 d=0.0265803 t=1402
qi shi 	其实	c=1 d=0.275271 t=1402
qi shi dou shi 	其实都是	c=1 d=0.690734 t=1402
qi wang 	期望	c=1 d=0.737123 t=1402
qi yong 	启用	c=1 d=0.414783 t=1402
qi yong 	弃用	c=0 d=0.00536647 t=1402
qi yong ni le 	弃用你了	c=1 d=0.0539337 t=1402
qian li 	千里	c=0 d=0.00699482 t=1402
qian mian de 	前面的	c=1 d=0.847894 t=1402
qian ru shi 	嵌入式	c=1 d=0.0902655 t=1402
qiang lie 	强烈	c=0 d=0.011475 t=1402
qie huan 	切换	c=1 d=0.44857 t=1402
qing shan 	青山	c=0 d=0.101553 t=1402
qing shao hou 	请稍候	c=1 d=0.165299 t=1402
qu 	去	c=1 d=0.865022 t=1402
qu bie 	区别	c=1 d=0.431711 t=1402
quan bu 	全部	c=3 d=1.8996 t=1402
quan bu dai ma 	全部代码	c=1 d=0.621885 t=1402
quan bu nei rong 	全部内容	c=1 d=0.790571 t=1402
quan kuan 	全款	c=1 d=0.283654 t=1402
quan li de you xi 	权力的游戏	c=1 d=0.371577 t=1402
quan qiu 	全球	c=1 d=0.491644 t=1402
que 	却	c=2 d=1.61671 t=1402
que shao shen me 	缺少什么	c=1 d=0.606531 t=1402
que shi 	确实	c=1 d=0.0658748 t=1402
ran hou 	然后	c=3 d=0.955127 t=1402
rang 	让	c=1 d=0.88692 t=1402
rang ta 	让它	c=0 d=0.0640824 t=1402
rang ta sheng cheng ge jian dan de 	让它生成个简单的	c=1 d=0.644036 t=1402
ren 	人	c=2 d=1.50803 t=1402
ren gong zhi zhang 	人工智障	c=1 d=0.782705 t=1402
ren wu 	任务	c=1 d=0.0611897 t=1402
ren wu cheng xu ji hua 	任务程序计划	c=1 d=0.0564161 t=1402
ren zhen de 	认真的	c=0 d=0.00706512 t=1402
ri cheng 	日程	c=0 d=0.067368 t=1402
ri cheng a 	日程啊	c=1 d=0.677057 t=1402
rong yu 	冗余	c=1 d=0.514274 t=1402
ru guo wo 	如果我	c=1 d=0.0518189 t=1402
ru jin 	如今	c=1 d=0.331211 t=1402
ru xia 	如下	c=1 d=0.298197 t=1402
ru xian 	乳腺	c=1 d=0.337902 t=1402
ruan jian 	软件	c=3 d=0.993535 t=1402
rui ke he mo di 	瑞克和莫蒂	c=3 d=1.08179 t=1402
ruo 	弱	c=1 d=0.99005 t=1402
san ge 	三个	c=1 d=0.677057 t=1402
san guo yan yi 	三国演义	c=1 d=0.427415 t=1402
san hui 	三回	c=0 d=0.0704688 t=1402
san hui zhi hou 	三回之后	c=1 d=0.70822 t=1402
sha bi 	傻逼	c=1 d=0.0593087 t=1402
shan chu 	删除	c=0 d=0.070822 t=1402
shan chu zhi hou 	删除之后	c=1 d=0.71177 t=1402
shan dian 	闪电	c=0 d=0.0429557 t=1402
shan dian shuo 	闪电说	c=4 d=1.86168 t=1402
shan diao 	删掉	c=0 d=0.0722527 t=1402
shan diao hou jiu neng 	删掉后就能	c=1 d=0.726149 t=1402
shang 	上	c=2 d=0.23457 t=1402
shang ci 	上次	c=1 d=0.193013 t=1402
shang xue 	上学	c=0 d=0.0265803 t=1402
shang xue qi jian hai zai 	上学期间还在	c=1 d=0.267135 t=1402
shao hou 	稍后	c=1 d=0.150318 t=1402
shao wei fu za yi dian 	稍微复杂一点	c=1 d=0.0997588 t=1402
she zhi 	设置	c=1 d=1.05208 t=1402
shen me 	什么	c=7 d=2.14923 t=1402
shen me yi si 	什么意思	c=1 d=0.951229 t=1402
sheng 	生	c=1 d=0.995012 t=1402
sheng chen ba zi 	生辰八字	c=1 d=0.831104 t=1402
sheng cheng 	生成	c=0 d=0.0640824 t=1402
sheng ji 	升级	c=0 d=0.0970446 t=1402
sheng ji cheng le 	升级成了	c=1 d=0.97531 t=1402
sheng qi le 	生气了	c=1 d=0.715338 t=1402
sheng shi 	省事	c=1 d=0.227638 t=1402
sheng xiao 	生效	c=0 d=0.183409 t=1402
sheng xiao le 	生效了	c=1 d=0.932393 t=1402
shi 	时	c=1 d=0.600496 t=1402
shi 	是	c=22 d=4.6207 t=1402
shi 	视	c=1 d=0.882497 t=1402
shi 	试	c=0 d=0.0138761 t=1402
shi an de hen kuai jiu ba 	是按的很快就把	c=1 d=0.421052 t=1402
shi bie 	识别	c=2 d=0.87211 t=1402
shi bie bu chu lai 	识别不出来	c=1 d=0.101774 t=1402
shi bu shi 	是不是	c=4 d=1 t=1402
shi de 	是的	c=1 d=0.546074 t=1402
shi de fu hao ji ke 	是的符号即可	c=1 d=0.932394 t=1402
shi fang chu 	释放出	c=0 d=0.018452 t=1402
shi fang chu lai de 	释放出来的	c=1 d=0.185444 t=1402
shi fou 	是否	c=2 d=0.562705 t=1402
shi hou 	时候	c=4 d=1.86152 t=1402
shi jian chuo 	时间戳	c=1 d=0.891366 t=1402
shi jie 	世界	c=1 d=0.346456 t=1402
shi jie 	视界	c=2 d=1.75181 t=1402
shi na ge 	是哪个	c=1 d=0.99005 t=1402
shi shi 	试试	c=1 d=0.0575558 t=1402
shi xian 	实现	c=0 d=0.0110803 t=1402
shi yin wei 	是因为	c=1 d=0.594521 t=1402
shi yong de 	使用的	c=1 d=0.0808629 t=1402
shi yong jia zhi 	使用价值	c=1 d=0.519442 t=1402
shi zheng chang shi yong 	是正常使用	c=1 d=0.873715 t=1402
shou ji 	手机	c=7 d=3.85537 t=1402
shou ji bei fen 	手机备份	c=1 d=0.117655 t=1402
shou wei 	首位	c=1 d=0.650509 t=1402
shu chu 	输出	c=0 d=0.0484325 t=1402
shu chu hou 	输出后	c=1 d=0.486752 t=1402
shu ju 	数据	c=0 d=0.0650509 t=1402
shu nv 	熟女	c=1 d=0.316637 t=1402
shu ru 	输入	c=12 d=5.46106 t=1402
shu ru fa 	输入法	c=7 d=1.72506 t=1402
shu xi 	熟悉	c=1 d=0.0893673 t=1402
shua ru 	刷入	c=3 d=1.03576 t=1402
shuang ji 	双击	c=1 d=0.0675424 t=1402
shun yan 	顺眼	c=0 d=0.0869358 t=1402
shun yan duo le 	顺眼多了	c=1 d=0.873715 t=1402
shuo 	说	c=2 d=0.99631 t=1402
shuo yi 	说一	c=0 d=0.0782705 t=1402
si hu 	似乎	c=2 d=0.959987 t=1402
si kao 	思考	c=2 d=0.664132 t=1402
si yao 	私钥	c=1 d=0.153951 t=1402
si yao he 	私钥和	c=1 d=0.159614 t=1402
si yuan 	思源	c=3 d=0.947177 t=1402
si yuan hei ti 	思源黑体	c=1 d=0.323033 t=1402
song ni 	送你	c=0 d=0.00699482 t=1402
sui ran 	虽然	c=2 d=0.243172 t=1402
suo ding 	锁定	c=1 d=0.484325 t=1402
suo yi 	所以	c=1 d=0.113309 t=1402
suo yi jue de 	所以觉的	c=1 d=0.110803 t=1402
suo you wen jian 	所有文件	c=1 d=0.0495388 t=1402
ta 	它	c=3 d=1.73095 t=1402
ta de 	他的	c=1 d=0.980199 t=1402
ta de 	它的	c=3 d=1.11442 t=1402
ta gei 	他给	c=0 d=0.0759572 t=1402
ta men 	他们	c=1 d=0.831104 t=1402
ta zhe ge 	他这个	c=1 d=0.164474 t=1402
tan 	弹	c=0 d=0.0211189 t=1402
tang shan shi 	唐山市	c=1 d=0.615697 t=1402
te xiao 	特效	c=2 d=0.430911 t=1402
teng xun hui yuan 	腾讯会员	c=1 d=0.591555 t=1402
ti dai pin 	替代品	c=1 d=0.453845 t=1402
ti huan cheng 	替换成	c=1 d=0.299692 t=1402
ti jiao gei 	提交给	c=1 d=0.125556 t=1402
ti jiao le 	提交了	c=1 d=0.112478 t=1402
ti shi 	提示	c=1 d=0.591555 t=1402
tian 	天	c=0 d=0.0847894 t=1402
tian qi 	天气	c=2 d=1.52295 t=1402
tian sheng wo cai bi you yong 	天生我材必有用	c=1 d=0.0596059 t=1402
tian ya 	天涯	c=0 d=0.101451 t=1402
tiao zheng 	调整	c=0 d=0.0318224 t=1402
tiao zheng cheng 	调整成	c=1 d=0.319819 t=1402
tie 	贴	c=1 d=0.08291 t=1402
ting qi dai 	挺期待	c=1 d=0.102797 t=1402
ting yi 	听译	c=1 d=0.318224 t=1402
ting zhi 	停止	c=1 d=0.891366 t=1402
tong 	同	c=1 d=0.0784731 t=1402
tong 	通	c=0 d=0.0722527 t=1402
tong bu 	同步	c=3 d=2.84948 t=1402
tong guo 	通过	c=1 d=0.935756 t=1402
tong xue 	同学	c=1 d=0.83527 t=1402
tong yang de 	同样的	c=0 d=0.0748264 t=1402
tong yang de yao qiu 	同样的要求	c=1 d=0.752014 t=1402
tou pai 	偷拍	c=1 d=0.323033 t=1402
wa 	哇	c=1 d=0.946485 t=1402
wan 	完	c=3 d=1.34714 t=1402
wan an 	晚安	c=4 d=2.14949 t=1402
wan guo ma 	万国码	c=1 d=0.900325 t=1402
wan jia 	玩家	c=1 d=0.869358 t=1402
wan ju 	玩具	c=1 d=0.344728 t=1402
wan quan bu yi yang 	完全不一样	c=1 d=0.292293 t=1402
wan zhi hou 	完之后	c=0 d=0.0790571 t=1402
wang ka 	网卡	c=1 d=0.995012 t=1402
wang luo wen ti 	网络问题	c=1 d=0.790571 t=1402
wang luo yuan yin 	网络原因	c=1 d=0.597501 t=1402
wang pan 	网盘	c=1 d=0.865022 t=1402
wang shang 	网上	c=1 d=0.927744 t=1402
wang ye 	网页	c=1 d=0.0968105 t=1402
wei 	微	c=1 d=0.67368 t=1402
wei shen me 	为什么	c=4 d=1.08418 t=1402
wei xin 	微信	c=4 d=1.31944 t=1402
wei zhao dao 	未找到	c=1 d=0.0685632 t=1402
wei zhi 	位置	c=0 d=0.0860708 t=1402
wen dang 	文档	c=0 d=0.0755784 t=1402
wen dang li xie 	文档里写	c=1 d=0.759572 t=1402
wen jian 	文件	c=16 d=6.0243 t=1402
wen jian jia 	文件夹	c=6 d=3.27501 t=1402
wen jian jia li 	文件夹里	c=1 d=0.965606 t=1402
wen jian jia li de dong xi 	文件夹里的东西	c=1 d=0.179066 t=1402
wen jian jia xia 	文件夹下	c=1 d=0.0769192 t=1402
wen jian li 	文件里	c=3 d=0.287941 t=1402
wen ti 	问题	c=1 d=0.0735345 t=1402
wo 	我	c=6 d=2.1044 t=1402
wo ai 	我爱	c=1 d=0.315058 t=1402
wo ba 	我把	c=1 d=0.960789 t=1402
wo ba ta 	我把它	c=1 d=0.285076 t=1402
wo ca 	我擦	c=1 d=0.733447 t=1402
wo cai 	我才	c=1 d=0.215456 t=1402
wo cao 	我艹	c=1 d=0.941765 t=1402
wo cha zhao 	我查找	c=1 d=0.612626 t=1402
wo da 	我打	c=1 d=0.634448 t=1402
wo de 	我的	c=10 d=3.01714 t=1402
wo gai 	我该	c=2 d=0.613216 t=1402
wo gai zen me 	我该怎么	c=1 d=0.559898 t=1402
wo jiang 	我将	c=1 d=0.591555 t=1402
wo jue de 	我觉得	c=1 d=0.25924 t=1402
wo kan kan 	我看看	c=1 d=0.869358 t=1402
wo kan kan xiao guo zai jue ding 	我看看效果再决定	c=1 d=0.559898 t=1402
wo ma shang jiu hui yao 	我马上就会要	c=1 d=0.053397 t=1402
wo mei you 	我没有	c=1 d=0.106459 t=1402
wo shu ru 	我输入	c=1 d=0.0515605 t=1402
wo shu ru de 	我输入的	c=1 d=0.697676 t=1402
wo shuo dao 	我说道	c=1 d=0.913931 t=1402
wo song ni li kai qian li zhi wai 	我送你离开千里之外	c=1 d=0.0702988 t=1402
wo tian 	我填	c=0 d=0.023457 t=1402
wo tian de 	我填的	c=1 d=0.235746 t=1402
wo tong guo 	我通过	c=1 d=0.535261 t=1402
wo xia zai dao de 	我下载到的	c=1 d=0.496585 t=1402
wo xiang 	我想	c=1 d=0.543351 t=1402
wo xiang she zhi 	我想设置	c=1 d=0.965606 t=1402
wo xiang zai 	我想在	c=1 d=0.358796 t=1402
wo ye mei you 	我也没有	c=1 d=0.995012 t=1402
wo yi jing 	我已经	c=2 d=0.909373 t=1402
wo yong 	我用	c=2 d=1.31515 t=1402
wo yong de 	我用的	c=1 d=0.276651 t=1402
wo you 	我有	c=1 d=0.97531 t=1402
wo zai 	我在	c=3 d=0.884434 t=1402
wo zhi dao le 	我知道了	c=1 d=0.302704 t=1402
wo zhi qian 	我之前	c=1 d=0.154896 t=1402
wu 	无	c=2 d=0.227785 t=1402
wu chi zhi tu 	无耻之徒	c=1 d=0.341298 t=1402
wu fa 	无法	c=0 d=0.026982 t=1402
wu fa ji shi hui fu xiao xi 	无法及时回复消息	c=1 d=0.271173 t=1402
wu li 	物理	c=1 d=0.571908 t=1402
wu li ju 	物理巨	c=1 d=0.527292 t=1402
wu ma 	无码	c=1 d=0.937067 t=1402
wu song 	雾凇	c=3 d=1.69294 t=1402
wu song pin yin 	雾凇拼音	c=2 d=0.667934 t=1402
xi lie 	系列	c=3 d=1.94343 t=1402
xi tong 	系统	c=1 d=0.579842 t=1402
xia 	下	c=3 d=0.199069 t=1402
xia N G D A N G F A N 	下NGDANGFAN	c=1 d=0.474734 t=1402
xia bian 	瞎编	c=0 d=0.0690734 t=1402
xia bian de 	瞎编的	c=1 d=0.694197 t=1402
xia de 	下的	c=1 d=0.551563 t=1402
xia mu you ren zhang 	夏目友人帐	c=1 d=0.377192 t=1402
xia wu wen kai 	霞鹜文楷	c=3 d=0.955997 t=1402
xia zai 	下载	c=1 d=0.382495 t=1402
xian 	先	c=0 d=0.0442639 t=1402
xian jie 	限界	c=1 d=0.321422 t=1402
xian shi 	显示	c=2 d=0.398531 t=1402
xian shi 	现实	c=3 d=0.281161 t=1402
xian shi de shi 	现实的是	c=1 d=0.941765 t=1402
xian zai wo 	现在我	c=1 d=0.251579 t=1402
xiang 	想	c=0 d=0.112468 t=1402
xiang da chu 	想打出	c=1 d=0.856415 t=1402
xiang dang 	相当	c=0 d=0.0474734 t=1402
xiang dang fan 	相当烦	c=1 d=0.477114 t=1402
xiang mu 	项目	c=1 d=0.305746 t=1402
xiang yao 	想要	c=1 d=0.737123 t=1402
xiao fei dai 	消费贷	c=3 d=0.846866 t=1402
xiao guo 	效果	c=0 d=0.0557106 t=1402
xiao lang hao 	小狼毫	c=9 d=4.9095 t=1402
xiao mi 	小米	c=2 d=0.581816 t=1402
xiao qi e 	小企鹅	c=1 d=0.226502 t=1402
xiao xi 	消息	c=1 d=0.098701 t=1402
xie 	些	c=0 d=0.0818731 t=1402
xie 	写	c=1 d=0.643938 t=1402
xie de 	写的	c=1 d=0.187308 t=1402
xie le 	写了	c=1 d=0.913931 t=1402
xie men le 	邪门了	c=1 d=0.19205 t=1402
xie xie 	谢谢	c=1 d=0.256661 t=1402
xie xie ni 	谢谢你	c=2 d=0.878096 t=1402
xie zai 	卸载	c=0 d=0.0442639 t=1402
xin jian 	新建	c=1 d=0.293758 t=1402
xin li yi sheng 	心理医生	c=2 d=0.799456 t=1402
xing ai 	性爱	c=2 d=0.696394 t=1402
xing biao 	星标	c=1 d=0.123687 t=1402
xing bie dui li 	性别对立	c=1 d=0.32628 t=1402
xing ji chuan yue 	星际穿越	c=2 d=0.748749 t=1402
xing shi 	形式	c=1 d=0.257947 t=1402
xu yao 	需要	c=6 d=1.61542 t=1402
xu yao xian xie zai 	需要先卸载	c=1 d=0.444858 t=1402
xun qiu da an 	寻求答案	c=1 d=0.085435 t=1402
ya 	呀	c=2 d=0.970446 t=1402
ya hei 	雅黑	c=1 d=0.321422 t=1402
yan chi 	延迟	c=2 d=1.05999 t=1402
yan zheng 	验证	c=2 d=0.322164 t=1402
yan zheng le 	验证了	c=1 d=0.204948 t=1402
yan zheng ma 	验证码	c=1 d=0.474734 t=1402
yan zhong 	严重	c=0 d=0.0873716 t=1402
yang shi 	样式	c=0 d=0.0737123 t=1402
yang zi 	样子	c=1 d=0.315058 t=1402
yao 	要	c=0 d=0.0219258 t=1402
yao deng duo jiu 	要等多久	c=1 d=0.16696 t=1402
yao qiu 	要求	c=1 d=0.751825 t=1402
ye 	页	c=1 d=0.470011 t=1402
ye mei 	也没	c=0 d=0.083527 t=1402
ye mei chu lai 	也没出来	c=1 d=0.839457 t=1402
ye you 	也有	c=1 d=0.22091 t=1402
ye zai 	也在	c=1 d=0.062662 t=1402
yi 	一	c=2 d=0.436609 t=1402
yi 	仪	c=1 d=0.313486 t=1402
yi bian 	一边	c=1 d=0.729789 t=1402
yi bian shuo 	一边说	c=1 d=0.722527 t=1402
yi ci lei tui 	以此类推	c=1 d=0.606531 t=1402
yi dui 	一堆	c=1 d=0.852144 t=1402
yi dun 	一顿	c=0 d=0.0715338 t=1402
yi ge 	一个	c=5 d=1.37903 t=1402
yi hui 	一回	c=0 d=0.0782705 t=1402
yi hui zai 	一会再	c=0 d=0.0138761 t=1402
yi hui zai shi ba 	一会再试吧	c=1 d=0.139457 t=1402
yi jing 	已经	c=1 d=0.436049 t=1402
yi jiu 	依旧	c=1 d=0.0804596 t=1402
yi li 	伊利	c=2 d=0.17302 t=1402
yi qi 	义旗	c=0 d=0.0305746 t=1402
yi wei 	以为	c=0 d=0.0895835 t=1402
yi wei zai ci zhi qian 	以为再次之前	c=1 d=0.900324 t=1402
yi xia 	一下	c=1 d=0.205975 t=1402
yi xia 	以下	c=1 d=0.245367 t=1402
yi xiang 	一项	c=2 d=0.983301 t=1402
yi yi 	意义	c=1 d=0.588605 t=1402
yi zhan zai zhan 	一战再战	c=1 d=0.313486 t=1402
yin cang 	隐藏	c=1 d=0.472949 t=1402
yin cang huan jing 	隐藏环境	c=2 d=0.590738 t=1402
yin chui 	阴吹	c=1 d=0.327915 t=1402
yin er 	因而	c=1 d=0.111917 t=1402
yin hun 	银魂	c=4 d=1.46786 t=1402
yin wei 	因为	c=2 d=0.904837 t=1402
ying 	英	c=1 d=0.557106 t=1402
ying gai 	应该	c=0 d=0.00505395 t=1402
ying gai da 	应该打	c=1 d=0.995012 t=1402
ying wen 	英文	c=3 d=0.940102 t=1402
yong 	用	c=2 d=0.733447 t=1402
yong hu 	用户	c=1 d=0.514274 t=1402
yong shang 	用上	c=1 d=0.235746 t=1402
yong ye si 	永野司	c=1 d=0.355226 t=1402
yong ze 	永泽	c=1 d=0.932394 t=1402
you 	有	c=3 d=1.01411 t=1402
you duo 	有多	c=0 d=0.0873716 t=1402
you guan ma 	有关吗	c=1 d=0.0925506 t=1402
you ren 	有人	c=1 d=0.162838 t=1402
you sha qu bie 	有啥区别	c=1 d=0.985112 t=1402
you shen me 	有什么	c=3 d=0.895835 t=1402
you shi xian de ke neng 	有实现的可能	c=1 d=0.111359 t=1402
you xia jiao 	右下角	c=1 d=0.190139 t=1402
yu 	于	c=1 d=0.438235 t=1402
yu xue hei bang 	浴血黑帮	c=4 d=1.28856 t=1402
yuan 	元	c=0 d=0.0416862 t=1402
yuan 	圆	c=1 d=0.315058 t=1402
yuan mo kuai 	元模块	c=1 d=0.418952 t=1402
yuan sheng 	原生	c=2 d=0.96383 t=1402
yuan wen 	原文	c=0 d=0.0574072 t=1402
yuan wen shi 	原文是	c=1 d=0.57695 t=1402
yue 	月	c=1 d=0.70822 t=1402
yue yu 	越狱	c=2 d=0.677496 t=1402
yun 	云	c=1 d=0.913931 t=1402
yun pan 	云盘	c=3 d=1.12221 t=1402
yun xing 	运行	c=0 d=0.00773047 t=1402
za tan 	杂谈	c=2 d=1.55617 t=1402
zai 	再	c=0 d=0.0557106 t=1402
zai 	在	c=9 d=2.02513 t=1402
zai ci 	再次	c=0 d=0.0895835 t=1402
zai ci chang shi 	再次尝试	c=1 d=0.201897 t=1402
zai na ge 	在哪个	c=0 d=0.0860708 t=1402
zai na ge wei zhi 	在哪个位置	c=1 d=0.865022 t=1402
zai shi 	再试	c=1 d=0.151072 t=1402
zai xian 	在线	c=1 d=0.332562 t=1402
zai xian wen dang 	在线文档	c=1 d=0.740818 t=1402
zai xian zhuan huan 	在线转换	c=1 d=0.895834 t=1402
zai yun xing 	在运行	c=1 d=0.0617291 t=1402
zai zhe ge 	在这个	c=1 d=0.71177 t=1402
zang song 	葬送	c=0 d=0.0591555 t=1402
zang song de 	葬送的	c=2 d=1.26836 t=1402
zang song de fu li lian 	葬送的芙莉莲	c=1 d=0.767206 t=1402
zao cheng 	造成	c=1 d=0.532592 t=1402
zen me 	怎么	c=9 d=2.45115 t=1402
zen me hui shi 	怎么回事	c=1 d=0.806541 t=1402
zen me qie huan 	怎么切换	c=1 d=0.67368 t=1402
zeng jia 	增加	c=0 d=0.00944202 t=1402
zeng jia pi liang chong ming ming 	增加批量重命名	c=1 d=0.0948935 t=1402
zhan tie 	粘贴	c=1 d=0.657047 t=1402
zhao bu dao 	找不到	c=2 d=0.755784 t=1402
zhao dao 	找到	c=0 d=0.0287941 t=1402
zhao dao de 	找到的	c=1 d=0.289384 t=1402
zhao dao le 	找到了	c=0 d=0.0147342 t=1402
zhao dian 	找点	c=1 d=0.249075 t=1402
zhao gong zuo 	找工作	c=2 d=0.353745 t=1402
zhao pin 	招聘	c=1 d=0.0871609 t=1402
zhao shang 	招商	c=1 d=0.286505 t=1402
zhao wo 	找我	c=1 d=0.133989 t=1402
zhe 	这	c=0 d=0.0985112 t=1402
zhe ge 	这个	c=15 d=2.66211 t=1402
zhe ju 	这句	c=1 d=0.511709 t=1402
zhe liang hang 	这两行	c=1 d=0.666977 t=1402
zhe me 	这么	c=1 d=0.151829 t=1402
zhe san zhong 	这三种	c=1 d=0.511709 t=1402
zhe shi 	这是	c=6 d=2.39657 t=1402
zhe shi ge 	这是个	c=1 d=0.97531 t=1402
zhe shi hao shi a 	这是好事啊	c=1 d=0.355226 t=1402
zhe yang de 	这样的	c=2 d=0.579842 t=1402
zhe yang ma 	这样吗	c=1 d=0.865022 t=1402
zhe yi ge 	这一个	c=0 d=0.0360595 t=1402
zhe zhong 	这种	c=1 d=0.690734 t=1402
zhen kong 	真空	c=1 d=0.32628 t=1402
zhen shi 	真是	c=1 d=0.191092 t=1402
zheng chang shi yong 	正常使用	c=0 d=0.0869358 t=1402
zheng ze 	正则	c=2 d=0.860135 t=1402
zheng ze biao da shi 	正则表达式	c=1 d=0.0982736 t=1402
zhi bao liu 	只保留	c=1 d=0.786628 t=1402
zhi dai 	指代	c=2 d=0.80304 t=1402
zhi dao 	知道	c=1 d=0.163654 t=1402
zhi ding cheng xu 	指定程序	c=1 d=0.371577 t=1402
zhi hou 	之后	c=2 d=0.8 t=1402
zhi huan 	置换	c=1 d=0.279431 t=1402
zhi jie 	直接	c=0 d=0.0211189 t=1402
zhi jie tan 	直接弹	c=1 d=0.212248 t=1402
zhi jie xia zai 	直接下载	c=0 d=0.0683861 t=1402
zhi nian 	执念	c=0 d=0.011475 t=1402
zhi qian 	之前	c=0 d=0.0895835 t=1402
zhi shen me 	指什么	c=1 d=0.255381 t=1402
zhi shi 	只是	c=1 d=0.158025 t=1402
zhi wai 	之外	c=0 d=0.00699482 t=1402
zhi you 	只有	c=3 d=2.13648 t=1402
zhi you yi hang 	只有一行	c=1 d=0.255381 t=1402
zhong 	中	c=11 d=3.91106 t=1402
zhong duan 	终端	c=1 d=0.360595 t=1402
zhong guo zi 	中国字	c=1 d=0.0572688 t=1402
zhong hua xiao zi 	中华小子	c=1 d=0.379083 t=1402
zhuan huan 	转换	c=0 d=0.0891366 t=1402
zhuang le 	装了	c=1 d=1.06265 t=1402
zhuo 	桌	c=1 d=0.937067 t=1402
zhuo mian 	桌面	c=1 d=0.927743 t=1402
zi dai 	自带	c=1 d=0.0977834 t=1402
zi dai de 	自带的	c=2 d=0.822835 t=1402
zi dai fang an 	自带方案	c=1 d=0.755784 t=1402
zi ding yi 	自定义	c=1 d=0.873716 t=1402
zi du 	自渡	c=1 d=0.307279 t=1402
zi ji 	自己	c=1 d=0.236928 t=1402
zi mu 	字幕	c=0 d=0.0329559 t=1402
