# Rime user dictionary
#@/db_name	rime_ice
#@/db_type	userdb
#@/rime_version	1.13.1
#@/tick	1402
#@/user_id	TonyjiansWindows
zi mu ban 	字幕版	c=1 d=0.319819 t=1402
zi mu zu 	字幕组	c=1 d=0.814647 t=1402
zi ti 	字体	c=1 d=0.318224 t=1402
zi xi shi 	自习室	c=1 d=0.348192 t=1402
zi yong 	自用	c=3 d=0.887519 t=1402
zong jie 	总结	c=1 d=0.310367 t=1402
zong suan 	总算	c=0 d=0.0147342 t=1402
zong suan zhao dao le 	总算找到了	c=1 d=0.14808 t=1402
zou zhen pang 	走真旁	c=1 d=0.985112 t=1402
zui hou 	最后	c=1 d=0.318224 t=1402
zuo cheng 	做成	c=1 d=0.286505 t=1402
zuo dao 	做到	c=1 d=0.937068 t=1402
zuo yi ge 	做一个	c=1 d=0.496585 t=1402
zuo zhe 	作者	c=2 d=0.351897 t=1402
